"","uid","locality","assemblage","x","y","culture","cultural_period","regional_technocomplex","age_min","age_max","ochre","shell","ostrich_egg_shell","combustion_feature","burial","needle_eyed","point","bipoint","point_split_base","retoucher","preform","art","instrument","ornament","tg_1","tg_2","tg_3","tg_4","tg_5","tg_6","tg_7","tg_8","tg_9","tg_10","tg_11","tg_12","tg_13","tg_14","tg_15","tg_16","tg_17","tg_18"
"3019",3019,"Equus Cave",8,24.629547,-27.614358,"-","-","-",32700,103000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3020",3020,"Equus Cave",9,24.629547,-27.614358,"-","-","-",32700,103000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3021",3021,"Equus Cave",12,24.629547,-27.614358,"-","-","-",32700,103000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3022",3022,"Equus Cave",13,24.629547,-27.614358,"-","-","-",32700,103000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3023",3023,"Erb Tanks Rockshelter",1,14.97,-22.42,"MSA","MSA","Africa",30000,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
"3024",3024,"Erb Tanks Rockshelter",1,14.97,-22.42,"MSA","MSA","Africa",30000,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
"3025",3025,"Erb Tanks Rockshelter",2,14.97,-22.42,"MSA","MSA","Africa",30000,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
"3026",3026,"Erfkroon 1",5,25.5943333,-28.8686944,"ELSA","LSA","Southern African",23800,26200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3027",3027,"Erfkroon 1",6,25.5943333,-28.8686944,"MSA/LSA","MSA/LSA","Africa",23800,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3028",3028,"Erfkroon 1",7,25.5943333,-28.8686944,"ELSA","LSA","Southern African",23800,26200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3029",3029,"Erfkroon 2",8,25.5935556,-28.86925,"-","-","-",107000,119000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3030",3030,"Erfkroon 4",9,25.6013611,-28.8744722,"-","-","-",11700,2588000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3031",3031,"Erfkroon 5",10,25.60175,-28.8742778,"-","-","-",11700,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3032",3032,"Erfkroon 7",11,25.6035833,-28.8741667,"-","-","-",11700,2588000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3033",3033,"Errayah",1,0.42,36.1,"Late Acheulean - Africa","ESA","Africa",2e+05,8e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"3034",3034,"Errayah",2,0.42,36.1,"Early Acheulean - Africa","ESA","Africa",1e+06,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3035",3035,"Esquicho-Grapaou",1,4.333187,43.924079,"Proto-Aurignacian","Upper Paleolithic","Europe",35000,45000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0
"3036",3036,"Etemba 14",1,15.617,-21.45,"MSA","MSA","Africa",30000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"3037",3037,"Eurach",1,11.339951,47.789218,"-","-","-",116000,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3038",3038,"Eurach",2,11.339951,47.789218,"-","-","-",126000,781000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3039",3039,"Eurach",3,11.339951,47.789218,"-","-","-",126000,781000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3040",3040,"Eurach",4,11.339951,47.789218,"-","-","-",116000,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3041",3041,"Eurach",5,11.339951,47.789218,"-","-","-",116000,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3042",3042,"Eurach",6,11.339951,47.789218,"-","-","-",116000,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3043",3043,"Eurach",7,11.339951,47.789218,"-","-","-",116000,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3044",3044,"Eurach",8,11.339951,47.789218,"-","-","-",116000,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3045",3045,"Eurach",9,11.339951,47.789218,"-","-","-",116000,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3046",3046,"Eurach",10,11.339951,47.789218,"-","-","-",116000,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3047",3047,"Eurach",11,11.339951,47.789218,"-","-","-",116000,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3048",3048,"Eurach",12,11.339951,47.789218,"-","-","-",116000,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3049",3049,"Eurach",13,11.339951,47.789218,"-","-","-",116000,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3050",3050,"Eurach",14,11.339951,47.789218,"-","-","-",116000,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3051",3051,"Eurach",15,11.339951,47.789218,"-","-","-",116000,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3052",3052,"Eurach",16,11.339951,47.789218,"-","-","-",11700,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3053",3053,"Eurach",18,11.339951,47.789218,"-","-","-",126000,781000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3054",3054,"Eurach",19,11.339951,47.789218,"-","-","-",116000,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3055",3055,"Eurach",19,11.339951,47.789218,"-","-","-",126000,781000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3056",3056,"Eurach",20,11.339951,47.789218,"-","-","-",116000,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3057",3057,"Eurach",21,11.339951,47.789218,"-","-","-",11700,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3058",3058,"Eurach",22,11.339951,47.789218,"-","-","-",126000,781000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3059",3059,"Eurach",23,11.339951,47.789218,"-","-","-",126000,781000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3060",3060,"Eurach",24,11.339951,47.789218,"-","-","-",116000,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3061",3061,"Eurach",25,11.339951,47.789218,"-","-","-",116000,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3062",3062,"Eurach",26,11.339951,47.789218,"-","-","-",116000,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3063",3063,"Eurach",27,11.339951,47.789218,"-","-","-",116000,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3064",3064,"Eurach",28,11.339951,47.789218,"-","-","-",116000,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3065",3065,"Eurach",29,11.339951,47.789218,"-","-","-",116000,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3066",3066,"Eurach",30,11.339951,47.789218,"-","-","-",116000,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3067",3067,"Eurach",31,11.339951,47.789218,"-","-","-",116000,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3068",3068,"Eurach",32,11.339951,47.789218,"-","-","-",116000,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3069",3069,"Eurach",33,11.339951,47.789218,"-","-","-",116000,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3070",3070,"Eurach",34,11.339951,47.789218,"-","-","-",11700,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3071",3071,"Evron Quarry",44,35.115137,32.986381,"Middle Acheulean - Levant","Lower Paleolithic","Levant",630000,1e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3072",3072,"Evron Quarry",45,35.115137,32.986381,"Middle Acheulean - Levant","Lower Paleolithic","Levant",630000,1e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"3073",3073,"Evron-Zinat",1,35.064444,32.629444,"Late Acheulean - Levant","Lower Paleolithic","Levant",250000,6e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
"3074",3074,"Ex-Casino",1,7.533495,43.784035,"Mousterian - Eurasia","Middle Paleolithic","Eurasia",57000,116000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
"3075",3075,"Ex-Casino",2,7.533495,43.784035,"Mousterian - Eurasia","Middle Paleolithic","Eurasia",116000,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
"3076",3076,"Eyasi",1,35.2666667,-3.5333333,"-","-","-",30000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3077",3077,"Eyasi",2,35.2666667,-3.5333333,"MSA","MSA","Africa",30000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3078",3078,"Eyasi",3,35.2666667,-3.5333333,"MSA","MSA","Africa",30000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3079",3079,"Eyasi",5,35.2666667,-3.5333333,"MSA","MSA","Africa",30000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3080",3080,"Eyasi",6,35.2666667,-3.5333333,"MSA","MSA","Africa",30000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3081",3081,"Eyasi",7,35.2666667,-3.5333333,"MSA","MSA","Africa",30000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3082",3082,"Eyasi",8,35.2666667,-3.5333333,"MSA","MSA","Africa",30000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3083",3083,"Eyasi",9,35.2666667,-3.5333333,"MSA","MSA","Africa",30000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3084",3084,"Eyasi",10,35.2666667,-3.5333333,"-","-","-",30000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3085",3085,"Eyasi",11,35.2666667,-3.5333333,"-","-","-",30000,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3086",3086,"Ezbet Rabab",1,31.7666667,26.6333333,"Middle Paleolithic - Africa","Middle Paleolithic","North Africa",40000,2e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"3087",3087,"Fanjiagouwan",12,108.18278,37.18306,"Late Pleistocene - E Asia","Unknown","E Asia",33440,37240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"3088",3088,"Fejej FJ-4",1,36.323,4.725,"-","-","-",3500000,4200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3089",3089,"Fejej FJ-4",2,36.323,4.725,"-","-","-",3500000,4200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3090",3090,"Ficoncella",1,11.733,42.247,"Lower Paleolithic - Europe","Lower Paleolithic","Europe",449000,5e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3091",3091,"Fincha Habera",1,39.720068,7.014577,"Late MSA","MSA","Southern African",9680,42797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
"3092",3092,"Fincha Habera",2,39.720068,7.014577,"Late MSA","MSA","Southern African",27120,42797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
"3093",3093,"Fincha Habera",3,39.720068,7.014577,"Late MSA","MSA","Southern African",33370,42797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"3094",3094,"Florian Seidl-Straße",1,12.1035,48.99415,"Gravettian","Upper Paleolithic","Eurasia",27045,31350,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0
"3095",3095,"Florisbad",1,26.069549,-28.767855,"MSA","MSA","Africa",232000,326000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3096",3096,"Florisbad",2,26.069549,-28.767855,"MSA","MSA","Africa",232000,326000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3097",3097,"Florisbad",5,26.069549,-28.767855,"MSA","MSA","Africa",30000,127000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"3098",3098,"Florisbad",6,26.069549,-28.767855,"Pre-Still Bay","MSA","Southern African",115000,127000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"3099",3099,"Florisbad",7,26.069549,-28.767855,"Pre-Still Bay","MSA","Southern African",115000,178000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3100",3100,"Florisbad",8,26.069549,-28.767855,"Pre-Still Bay","MSA","Southern African",115000,178000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3101",3101,"Florisbad",9,26.069549,-28.767855,"Pre-Still Bay","MSA","Southern African",115000,178000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3102",3102,"Florisbad",10,26.069549,-28.767855,"Pre-Still Bay","MSA","Southern African",115000,178000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3103",3103,"Florisbad",11,26.069549,-28.767855,"Pre-Still Bay","MSA","Southern African",136000,178000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"3104",3104,"Florisbad",12,26.069549,-28.767855,"MSA","MSA","Africa",232000,326000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"3105",3105,"Florisbad",13,26.069549,-28.767855,"MSA","MSA","Africa",232000,326000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"3106",3106,"Fontana Nuova",1,14.5788,36.8025,"Aurignacian","Upper Paleolithic","Europe",32000,43000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"3107",3107,"Fontana Ranuccio",1,13.35,41.63,"Acheulean - Europe","Lower Paleolithic","Europe",366000,458000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"3108",3108,"Fontana Ranuccio",2,13.35,41.63,"-","-","-",366000,458000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3109",3109,"Fontana Ranuccio",3,13.35,41.63,"-","-","-",366000,458000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3110",3110,"Fontana Ranuccio",4,13.35,41.63,"-","-","-",366000,458000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3111",3111,"Fontana Ranuccio",5,13.35,41.63,"-","-","-",366000,458000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3112",3112,"Fontana Ranuccio",6,13.35,41.63,"-","-","-",366000,458000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3113",3113,"Fonte delle Mattinate",1,12.87,43.024,"Gravettian","Upper Paleolithic","Eurasia",29000,30500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1
"3114",3114,"Fonte delle Mattinate",1,12.87,43.024,"Gravettian","Upper Paleolithic","Eurasia",30500,34500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1
"3115",3115,"Fonte delle Mattinate",2,12.87,43.024,"Gravettian","Upper Paleolithic","Eurasia",29000,30500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1
"3116",3116,"Fonte delle Mattinate",2,12.87,43.024,"Gravettian","Upper Paleolithic","Eurasia",30500,34500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1
"3117",3117,"Fontéchevade",1,0.480362,45.678805,"Aurignacian","Upper Paleolithic","Europe",30000,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0
"3118",3118,"Fontéchevade",2,0.480362,45.678805,"Aurignacian","Upper Paleolithic","Europe",30000,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0
"3119",3119,"Fontéchevade",3,0.480362,45.678805,"Aurignacian","Upper Paleolithic","Europe",30000,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0
"3120",3120,"Fontéchevade",4,0.480362,45.678805,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",30000,51700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"3121",3121,"Fontéchevade",5,0.480362,45.678805,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",30000,51700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"3122",3122,"Fontéchevade",6,0.480362,45.678805,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",30000,51700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"3123",3123,"Fontéchevade",7,0.480362,45.678805,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",30000,51700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"3124",3124,"Fontéchevade",8,0.480362,45.678805,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",30000,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"3125",3125,"Fontéchevade",9,0.480362,45.678805,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",30000,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"3126",3126,"Fontéchevade",10,0.480362,45.678805,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",30000,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"3127",3127,"Fontéchevade",11,0.480362,45.678805,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",30000,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"3128",3128,"Fontéchevade",12,0.480362,45.678805,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",30000,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3129",3129,"Fontéchevade",13,0.480362,45.678805,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",30000,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"3130",3130,"Fontéchevade",14,0.480362,45.678805,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",30000,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3131",3131,"Fontéchevade",15,0.480362,45.678805,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",30000,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"3132",3132,"Fontéchevade",16,0.480362,45.678805,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",30000,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"3133",3133,"Fontéchevade",17,0.480362,45.678805,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",30000,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"3134",3134,"Fontéchevade",18,0.480362,45.678805,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",30000,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"3135",3135,"Fontéchevade",19,0.480362,45.678805,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",30000,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"3136",3136,"Fontéchevade",20,0.480362,45.678805,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",30000,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"3137",3137,"Fontéchevade",21,0.480362,45.678805,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",30000,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3138",3138,"Fontéchevade",22,0.480362,45.678805,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",30900,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
